JiraGitKey,JiraTicketKey,StoryPoint,GitHubRepo,CommitMessage,CommitTime,ProjectName,DeveloperKey
3,b7e369fe-5beb-47bd-ba5e-00beb18e4aec,19,productize cross-platform supply-chains,Commit 11 by Douglas Rollins on project productize cross-platform supply-chains,2024-02-05 09:58:28.884271,productize cross-platform supply-chains,5
3,b7e369fe-5beb-47bd-ba5e-00beb18e4aec,19,productize cross-platform supply-chains,Commit 12 by Douglas Rollins on project productize cross-platform supply-chains,2024-02-21 06:24:47.070019,productize cross-platform supply-chains,5
3,b7e369fe-5beb-47bd-ba5e-00beb18e4aec,19,productize cross-platform supply-chains,Commit 13 by Douglas Rollins on project productize cross-platform supply-chains,2023-12-25 07:30:37.616163,productize cross-platform supply-chains,5
3,b7e369fe-5beb-47bd-ba5e-00beb18e4aec,19,productize cross-platform supply-chains,Commit 14 by Douglas Rollins on project productize cross-platform supply-chains,2023-09-02 04:24:27.154712,productize cross-platform supply-chains,5
3,b7e369fe-5beb-47bd-ba5e-00beb18e4aec,19,productize cross-platform supply-chains,Commit 15 by Douglas Rollins on project productize cross-platform supply-chains,2024-02-13 04:29:36.555092,productize cross-platform supply-chains,5
4,571dac46-3769-434d-a02e-47ed98a24ce7,12,repurpose viral supply-chains,Commit 1 by Jennifer Wilson on project repurpose viral supply-chains,2024-02-17 04:03:50.917931,repurpose viral supply-chains,4
4,571dac46-3769-434d-a02e-47ed98a24ce7,12,repurpose viral supply-chains,Commit 2 by Jennifer Wilson on project repurpose viral supply-chains,2024-08-13 21:49:57.064708,repurpose viral supply-chains,4
4,571dac46-3769-434d-a02e-47ed98a24ce7,12,repurpose viral supply-chains,Commit 3 by Jennifer Wilson on project repurpose viral supply-chains,2024-08-10 19:27:41.753578,repurpose viral supply-chains,4
4,571dac46-3769-434d-a02e-47ed98a24ce7,12,repurpose viral supply-chains,Commit 4 by Jennifer Wilson on project repurpose viral supply-chains,2024-02-25 14:10:24.624406,repurpose viral supply-chains,4
4,571dac46-3769-434d-a02e-47ed98a24ce7,12,repurpose viral supply-chains,Commit 5 by Jennifer Wilson on project repurpose viral supply-chains,2023-08-26 03:14:55.981891,repurpose viral supply-chains,4
4,571dac46-3769-434d-a02e-47ed98a24ce7,12,repurpose viral supply-chains,Commit 6 by Jennifer Wilson on project repurpose viral supply-chains,2023-10-29 00:36:04.080010,repurpose viral supply-chains,4
4,571dac46-3769-434d-a02e-47ed98a24ce7,12,repurpose viral supply-chains,Commit 7 by Jennifer Wilson on project repurpose viral supply-chains,2023-09-18 02:01:51.605939,repurpose viral supply-chains,4
4,571dac46-3769-434d-a02e-47ed98a24ce7,12,repurpose viral supply-chains,Commit 8 by Jennifer Wilson on project repurpose viral supply-chains,2024-01-19 19:29:38.161839,repurpose viral supply-chains,4
4,571dac46-3769-434d-a02e-47ed98a24ce7,12,repurpose viral supply-chains,Commit 9 by Jennifer Wilson on project repurpose viral supply-chains,2024-05-14 05:14:19.613145,repurpose viral supply-chains,4
4,571dac46-3769-434d-a02e-47ed98a24ce7,12,repurpose viral supply-chains,Commit 10 by Jennifer Wilson on project repurpose viral supply-chains,2024-02-06 20:57:18.262822,repurpose viral supply-chains,4
4,571dac46-3769-434d-a02e-47ed98a24ce7,12,repurpose viral supply-chains,Commit 11 by Jennifer Wilson on project repurpose viral supply-chains,2023-07-29 20:09:09.085245,repurpose viral supply-chains,4
4,571dac46-3769-434d-a02e-47ed98a24ce7,12,repurpose viral supply-chains,Commit 12 by Jennifer Wilson on project repurpose viral supply-chains,2023-08-23 13:52:31.534123,repurpose viral supply-chains,4
4,571dac46-3769-434d-a02e-47ed98a24ce7,12,repurpose viral supply-chains,Commit 13 by Jennifer Wilson on project repurpose viral supply-chains,2023-09-18 20:32:54.884187,repurpose viral supply-chains,4
4,571dac46-3769-434d-a02e-47ed98a24ce7,12,repurpose viral supply-chains,Commit 14 by Jennifer Wilson on project repurpose viral supply-chains,2024-03-17 16:11:29.573884,repurpose viral supply-chains,4
4,571dac46-3769-434d-a02e-47ed98a24ce7,12,repurpose viral supply-chains,Commit 15 by Jennifer Wilson on project repurpose viral supply-chains,2024-01-22 22:23:21.150365,repurpose viral supply-chains,4
4,571dac46-3769-434d-a02e-47ed98a24ce7,12,repurpose viral supply-chains,Commit 16 by Jennifer Wilson on project repurpose viral supply-chains,2024-04-29 18:05:16.193187,repurpose viral supply-chains,4
4,571dac46-3769-434d-a02e-47ed98a24ce7,12,repurpose viral supply-chains,Commit 17 by Jennifer Wilson on project repurpose viral supply-chains,2023-12-25 12:21:39.877442,repurpose viral supply-chains,4
4,571dac46-3769-434d-a02e-47ed98a24ce7,12,repurpose viral supply-chains,Commit 18 by Jennifer Wilson on project repurpose viral supply-chains,2023-10-31 14:18:20.693537,repurpose viral supply-chains,4
4,571dac46-3769-434d-a02e-47ed98a24ce7,12,repurpose viral supply-chains,Commit 19 by Jennifer Wilson on project repurpose viral supply-chains,2024-06-06 16:18:59.410268,repurpose viral supply-chains,4
4,571dac46-3769-434d-a02e-47ed98a24ce7,12,repurpose viral supply-chains,Commit 20 by Jennifer Wilson on project repurpose viral supply-chains,2024-04-04 17:53:51.383123,repurpose viral supply-chains,4
5,455bacf9-e000-46aa-aa83-f07e53dd7aa1,2,productize cross-platform supply-chains,Commit 1 by Tanya Ware on project productize cross-platform supply-chains,2024-03-11 23:31:36.089028,productize cross-platform supply-chains,10
5,455bacf9-e000-46aa-aa83-f07e53dd7aa1,2,productize cross-platform supply-chains,Commit 2 by Tanya Ware on project productize cross-platform supply-chains,2024-03-04 13:43:21.574014,productize cross-platform supply-chains,10
5,455bacf9-e000-46aa-aa83-f07e53dd7aa1,2,productize cross-platform supply-chains,Commit 3 by Tanya Ware on project productize cross-platform supply-chains,2024-02-27 15:04:38.331308,productize cross-platform supply-chains,10
5,455bacf9-e000-46aa-aa83-f07e53dd7aa1,2,productize cross-platform supply-chains,Commit 4 by Tanya Ware on project productize cross-platform supply-chains,2024-03-21 13:32:59.518030,productize cross-platform supply-chains,10
5,455bacf9-e000-46aa-aa83-f07e53dd7aa1,2,productize cross-platform supply-chains,Commit 5 by Tanya Ware on project productize cross-platform supply-chains,2024-02-29 00:40:47.081001,productize cross-platform supply-chains,10
5,455bacf9-e000-46aa-aa83-f07e53dd7aa1,2,productize cross-platform supply-chains,Commit 6 by Tanya Ware on project productize cross-platform supply-chains,2024-03-18 06:53:43.838926,productize cross-platform supply-chains,10
5,455bacf9-e000-46aa-aa83-f07e53dd7aa1,2,productize cross-platform supply-chains,Commit 7 by Tanya Ware on project productize cross-platform supply-chains,2024-03-02 00:11:48.011324,productize cross-platform supply-chains,10
5,455bacf9-e000-46aa-aa83-f07e53dd7aa1,2,productize cross-platform supply-chains,Commit 8 by Tanya Ware on project productize cross-platform supply-chains,2024-02-23 03:42:49.513951,productize cross-platform supply-chains,10
5,455bacf9-e000-46aa-aa83-f07e53dd7aa1,2,productize cross-platform supply-chains,Commit 9 by Tanya Ware on project productize cross-platform supply-chains,2024-03-08 05:42:21.471630,productize cross-platform supply-chains,10
5,455bacf9-e000-46aa-aa83-f07e53dd7aa1,2,productize cross-platform supply-chains,Commit 10 by Tanya Ware on project productize cross-platform supply-chains,2024-03-07 19:49:24.711877,productize cross-platform supply-chains,10
5,455bacf9-e000-46aa-aa83-f07e53dd7aa1,2,productize cross-platform supply-chains,Commit 11 by Tanya Ware on project productize cross-platform supply-chains,2024-02-25 20:03:01.921452,productize cross-platform supply-chains,10
5,455bacf9-e000-46aa-aa83-f07e53dd7aa1,2,productize cross-platform supply-chains,Commit 12 by Tanya Ware on project productize cross-platform supply-chains,2024-03-07 11:45:44.326304,productize cross-platform supply-chains,10
6,e16a4fbb-2de6-4a59-b6e0-2f14f5e8686d,17,engineer cross-media e-business,Commit 1 by John Jefferson on project engineer cross-media e-business,2024-04-23 23:46:16.353148,engineer cross-media e-business,8
6,e16a4fbb-2de6-4a59-b6e0-2f14f5e8686d,17,engineer cross-media e-business,Commit 2 by John Jefferson on project engineer cross-media e-business,2024-05-10 09:52:32.620835,engineer cross-media e-business,8
6,e16a4fbb-2de6-4a59-b6e0-2f14f5e8686d,17,engineer cross-media e-business,Commit 3 by John Jefferson on project engineer cross-media e-business,2024-03-30 06:23:11.813113,engineer cross-media e-business,8
6,e16a4fbb-2de6-4a59-b6e0-2f14f5e8686d,17,engineer cross-media e-business,Commit 4 by John Jefferson on project engineer cross-media e-business,2024-02-06 07:29:37.791404,engineer cross-media e-business,8
6,e16a4fbb-2de6-4a59-b6e0-2f14f5e8686d,17,engineer cross-media e-business,Commit 5 by John Jefferson on project engineer cross-media e-business,2024-03-24 14:37:58.446360,engineer cross-media e-business,8
6,e16a4fbb-2de6-4a59-b6e0-2f14f5e8686d,17,engineer cross-media e-business,Commit 6 by John Jefferson on project engineer cross-media e-business,2024-02-26 10:51:36.977888,engineer cross-media e-business,8
6,e16a4fbb-2de6-4a59-b6e0-2f14f5e8686d,17,engineer cross-media e-business,Commit 7 by John Jefferson on project engineer cross-media e-business,2024-06-14 13:41:35.334256,engineer cross-media e-business,8
7,7355ea45-85b3-41a4-813d-5141b3e03f04,12,engineer open-source niches,Commit 1 by Susan Bates on project engineer open-source niches,2024-04-30 10:43:06.447320,engineer open-source niches,19
7,7355ea45-85b3-41a4-813d-5141b3e03f04,12,engineer open-source niches,Commit 2 by Susan Bates on project engineer open-source niches,2024-05-03 00:10:43.086368,engineer open-source niches,19
7,7355ea45-85b3-41a4-813d-5141b3e03f04,12,engineer open-source niches,Commit 3 by Susan Bates on project engineer open-source niches,2024-05-27 21:19:38.447202,engineer open-source niches,19
7,7355ea45-85b3-41a4-813d-5141b3e03f04,12,engineer open-source niches,Commit 4 by Susan Bates on project engineer open-source niches,2024-05-20 23:44:47.756113,engineer open-source niches,19
7,7355ea45-85b3-41a4-813d-5141b3e03f04,12,engineer open-source niches,Commit 5 by Susan Bates on project engineer open-source niches,2024-03-22 08:06:27.781936,engineer open-source niches,19
7,7355ea45-85b3-41a4-813d-5141b3e03f04,12,engineer open-source niches,Commit 6 by Susan Bates on project engineer open-source niches,2024-04-29 06:24:51.354457,engineer open-source niches,19
7,7355ea45-85b3-41a4-813d-5141b3e03f04,12,engineer open-source niches,Commit 7 by Susan Bates on project engineer open-source niches,2024-04-29 13:21:45.022344,engineer open-source niches,19
7,7355ea45-85b3-41a4-813d-5141b3e03f04,12,engineer open-source niches,Commit 8 by Susan Bates on project engineer open-source niches,2024-04-09 13:18:17.216563,engineer open-source niches,19
7,7355ea45-85b3-41a4-813d-5141b3e03f04,12,engineer open-source niches,Commit 9 by Susan Bates on project engineer open-source niches,2024-05-27 01:47:37.521220,engineer open-source niches,19
7,7355ea45-85b3-41a4-813d-5141b3e03f04,12,engineer open-source niches,Commit 10 by Susan Bates on project engineer open-source niches,2024-06-10 02:47:29.967101,engineer open-source niches,19
7,7355ea45-85b3-41a4-813d-5141b3e03f04,12,engineer open-source niches,Commit 11 by Susan Bates on project engineer open-source niches,2024-06-13 06:55:30.080359,engineer open-source niches,19
7,7355ea45-85b3-41a4-813d-5141b3e03f04,12,engineer open-source niches,Commit 12 by Susan Bates on project engineer open-source niches,2024-04-18 14:32:14.335275,engineer open-source niches,19
8,7c939b77-366e-4aba-8776-64a50854cae2,6,strategize B2B relationships,Commit 1 by Joshua Sparks on project strategize B2B relationships,2024-06-15 23:41:33.921085,strategize B2B relationships,7
8,7c939b77-366e-4aba-8776-64a50854cae2,6,strategize B2B relationships,Commit 2 by Joshua Sparks on project strategize B2B relationships,2024-04-20 18:39:13.778238,strategize B2B relationships,7
8,7c939b77-366e-4aba-8776-64a50854cae2,6,strategize B2B relationships,Commit 3 by Joshua Sparks on project strategize B2B relationships,2024-04-15 09:07:11.125443,strategize B2B relationships,7
8,7c939b77-366e-4aba-8776-64a50854cae2,6,strategize B2B relationships,Commit 4 by Joshua Sparks on project strategize B2B relationships,2024-01-30 12:01:57.278125,strategize B2B relationships,7
8,7c939b77-366e-4aba-8776-64a50854cae2,6,strategize B2B relationships,Commit 5 by Joshua Sparks on project strategize B2B relationships,2024-02-09 07:58:48.873875,strategize B2B relationships,7
8,7c939b77-366e-4aba-8776-64a50854cae2,6,strategize B2B relationships,Commit 6 by Joshua Sparks on project strategize B2B relationships,2024-05-15 23:00:04.772786,strategize B2B relationships,7
8,7c939b77-366e-4aba-8776-64a50854cae2,6,strategize B2B relationships,Commit 7 by Joshua Sparks on project strategize B2B relationships,2024-03-13 07:06:44.001314,strategize B2B relationships,7
8,7c939b77-366e-4aba-8776-64a50854cae2,6,strategize B2B relationships,Commit 8 by Joshua Sparks on project strategize B2B relationships,2024-04-10 04:47:03.894475,strategize B2B relationships,7
8,7c939b77-366e-4aba-8776-64a50854cae2,6,strategize B2B relationships,Commit 9 by Joshua Sparks on project strategize B2B relationships,2024-05-12 17:17:30.890069,strategize B2B relationships,7
8,7c939b77-366e-4aba-8776-64a50854cae2,6,strategize B2B relationships,Commit 10 by Joshua Sparks on project strategize B2B relationships,2024-04-30 17:09:20.755552,strategize B2B relationships,7
8,7c939b77-366e-4aba-8776-64a50854cae2,6,strategize B2B relationships,Commit 11 by Joshua Sparks on project strategize B2B relationships,2024-02-20 04:55:36.490559,strategize B2B relationships,7
8,7c939b77-366e-4aba-8776-64a50854cae2,6,strategize B2B relationships,Commit 12 by Joshua Sparks on project strategize B2B relationships,2024-03-30 10:51:34.178914,strategize B2B relationships,7
8,7c939b77-366e-4aba-8776-64a50854cae2,6,strategize B2B relationships,Commit 13 by Joshua Sparks on project strategize B2B relationships,2024-06-06 23:54:41.209677,strategize B2B relationships,7
8,7c939b77-366e-4aba-8776-64a50854cae2,6,strategize B2B relationships,Commit 14 by Joshua Sparks on project strategize B2B relationships,2024-02-26 02:28:52.321632,strategize B2B relationships,7
8,7c939b77-366e-4aba-8776-64a50854cae2,6,strategize B2B relationships,Commit 15 by Joshua Sparks on project strategize B2B relationships,2024-04-26 19:02:14.146235,strategize B2B relationships,7
8,7c939b77-366e-4aba-8776-64a50854cae2,6,strategize B2B relationships,Commit 16 by Joshua Sparks on project strategize B2B relationships,2024-04-11 15:53:28.920691,strategize B2B relationships,7
8,7c939b77-366e-4aba-8776-64a50854cae2,6,strategize B2B relationships,Commit 17 by Joshua Sparks on project strategize B2B relationships,2024-03-09 16:43:35.003400,strategize B2B relationships,7
8,7c939b77-366e-4aba-8776-64a50854cae2,6,strategize B2B relationships,Commit 18 by Joshua Sparks on project strategize B2B relationships,2024-02-22 21:08:03.067793,strategize B2B relationships,7
8,7c939b77-366e-4aba-8776-64a50854cae2,6,strategize B2B relationships,Commit 19 by Joshua Sparks on project strategize B2B relationships,2024-04-10 01:41:12.580231,strategize B2B relationships,7
8,7c939b77-366e-4aba-8776-64a50854cae2,6,strategize B2B relationships,Commit 20 by Joshua Sparks on project strategize B2B relationships,2024-05-21 12:32:07.332105,strategize B2B relationships,7
8,7c939b77-366e-4aba-8776-64a50854cae2,6,strategize B2B relationships,Commit 21 by Joshua Sparks on project strategize B2B relationships,2024-05-04 23:38:49.539004,strategize B2B relationships,7
8,7c939b77-366e-4aba-8776-64a50854cae2,6,strategize B2B relationships,Commit 22 by Joshua Sparks on project strategize B2B relationships,2024-05-17 16:38:06.137173,strategize B2B relationships,7
8,7c939b77-366e-4aba-8776-64a50854cae2,6,strategize B2B relationships,Commit 23 by Joshua Sparks on project strategize B2B relationships,2024-04-19 12:40:51.338344,strategize B2B relationships,7
8,7c939b77-366e-4aba-8776-64a50854cae2,6,strategize B2B relationships,Commit 24 by Joshua Sparks on project strategize B2B relationships,2024-05-25 03:21:45.961780,strategize B2B relationships,7
8,7c939b77-366e-4aba-8776-64a50854cae2,6,strategize B2B relationships,Commit 25 by Joshua Sparks on project strategize B2B relationships,2024-06-22 18:56:04.712266,strategize B2B relationships,7
8,7c939b77-366e-4aba-8776-64a50854cae2,6,strategize B2B relationships,Commit 26 by Joshua Sparks on project strategize B2B relationships,2024-04-09 00:09:37.009226,strategize B2B relationships,7
8,7c939b77-366e-4aba-8776-64a50854cae2,6,strategize B2B relationships,Commit 27 by Joshua Sparks on project strategize B2B relationships,2024-05-12 02:33:09.005876,strategize B2B relationships,7
8,7c939b77-366e-4aba-8776-64a50854cae2,6,strategize B2B relationships,Commit 28 by Joshua Sparks on project strategize B2B relationships,2024-04-17 22:30:58.264211,strategize B2B relationships,7
8,7c939b77-366e-4aba-8776-64a50854cae2,6,strategize B2B relationships,Commit 29 by Joshua Sparks on project strategize B2B relationships,2024-06-07 19:13:13.174453,strategize B2B relationships,7
9,a564c02f-95b5-4ed8-9d5e-e2b0ff87624d,12,strategize B2B relationships,Commit 1 by Bradley Hampton on project strategize B2B relationships,2024-02-28 18:06:39.097712,strategize B2B relationships,15
9,a564c02f-95b5-4ed8-9d5e-e2b0ff87624d,12,strategize B2B relationships,Commit 2 by Bradley Hampton on project strategize B2B relationships,2024-01-14 07:13:29.090605,strategize B2B relationships,15
9,a564c02f-95b5-4ed8-9d5e-e2b0ff87624d,12,strategize B2B relationships,Commit 3 by Bradley Hampton on project strategize B2B relationships,2024-03-15 12:59:39.327720,strategize B2B relationships,15
9,a564c02f-95b5-4ed8-9d5e-e2b0ff87624d,12,strategize B2B relationships,Commit 4 by Bradley Hampton on project strategize B2B relationships,2024-03-22 19:43:04.675738,strategize B2B relationships,15
9,a564c02f-95b5-4ed8-9d5e-e2b0ff87624d,12,strategize B2B relationships,Commit 5 by Bradley Hampton on project strategize B2B relationships,2024-03-06 13:17:45.661034,strategize B2B relationships,15
9,a564c02f-95b5-4ed8-9d5e-e2b0ff87624d,12,strategize B2B relationships,Commit 6 by Bradley Hampton on project strategize B2B relationships,2024-02-15 16:21:27.591968,strategize B2B relationships,15
9,a564c02f-95b5-4ed8-9d5e-e2b0ff87624d,12,strategize B2B relationships,Commit 7 by Bradley Hampton on project strategize B2B relationships,2024-03-06 04:31:31.837772,strategize B2B relationships,15
9,a564c02f-95b5-4ed8-9d5e-e2b0ff87624d,12,strategize B2B relationships,Commit 8 by Bradley Hampton on project strategize B2B relationships,2024-02-11 06:00:12.754894,strategize B2B relationships,15
9,a564c02f-95b5-4ed8-9d5e-e2b0ff87624d,12,strategize B2B relationships,Commit 9 by Bradley Hampton on project strategize B2B relationships,2024-06-02 14:18:00.592533,strategize B2B relationships,15
9,a564c02f-95b5-4ed8-9d5e-e2b0ff87624d,12,strategize B2B relationships,Commit 10 by Bradley Hampton on project strategize B2B relationships,2023-12-20 23:44:38.293269,strategize B2B relationships,15
9,a564c02f-95b5-4ed8-9d5e-e2b0ff87624d,12,strategize B2B relationships,Commit 11 by Bradley Hampton on project strategize B2B relationships,2024-05-17 12:56:35.277861,strategize B2B relationships,15
9,a564c02f-95b5-4ed8-9d5e-e2b0ff87624d,12,strategize B2B relationships,Commit 12 by Bradley Hampton on project strategize B2B relationships,2024-02-10 21:18:30.455846,strategize B2B relationships,15
9,a564c02f-95b5-4ed8-9d5e-e2b0ff87624d,12,strategize B2B relationships,Commit 13 by Bradley Hampton on project strategize B2B relationships,2024-05-01 12:08:08.313754,strategize B2B relationships,15
9,a564c02f-95b5-4ed8-9d5e-e2b0ff87624d,12,strategize B2B relationships,Commit 14 by Bradley Hampton on project strategize B2B relationships,2024-06-05 03:47:33.386000,strategize B2B relationships,15
9,a564c02f-95b5-4ed8-9d5e-e2b0ff87624d,12,strategize B2B relationships,Commit 15 by Bradley Hampton on project strategize B2B relationships,2024-02-05 13:24:30.822021,strategize B2B relationships,15
9,a564c02f-95b5-4ed8-9d5e-e2b0ff87624d,12,strategize B2B relationships,Commit 16 by Bradley Hampton on project strategize B2B relationships,2024-02-02 22:10:44.810394,strategize B2B relationships,15
9,a564c02f-95b5-4ed8-9d5e-e2b0ff87624d,12,strategize B2B relationships,Commit 17 by Bradley Hampton on project strategize B2B relationships,2024-01-10 22:39:31.135470,strategize B2B relationships,15
9,a564c02f-95b5-4ed8-9d5e-e2b0ff87624d,12,strategize B2B relationships,Commit 18 by Bradley Hampton on project strategize B2B relationships,2024-06-14 04:37:10.274848,strategize B2B relationships,15
9,a564c02f-95b5-4ed8-9d5e-e2b0ff87624d,12,strategize B2B relationships,Commit 19 by Bradley Hampton on project strategize B2B relationships,2023-12-24 09:32:19.389938,strategize B2B relationships,15
9,a564c02f-95b5-4ed8-9d5e-e2b0ff87624d,12,strategize B2B relationships,Commit 20 by Bradley Hampton on project strategize B2B relationships,2024-06-07 14:20:46.465149,strategize B2B relationships,15
9,a564c02f-95b5-4ed8-9d5e-e2b0ff87624d,12,strategize B2B relationships,Commit 21 by Bradley Hampton on project strategize B2B relationships,2024-02-16 02:51:17.347114,strategize B2B relationships,15
10,420b7cf5-74c9-40e9-ac3f-825eb0f17022,14,engineer cross-media e-business,Commit 1 by Mark Bruce on project engineer cross-media e-business,2024-01-23 00:56:25.008903,engineer cross-media e-business,17
10,420b7cf5-74c9-40e9-ac3f-825eb0f17022,14,engineer cross-media e-business,Commit 2 by Mark Bruce on project engineer cross-media e-business,2024-02-16 07:54:52.945392,engineer cross-media e-business,17
10,420b7cf5-74c9-40e9-ac3f-825eb0f17022,14,engineer cross-media e-business,Commit 3 by Mark Bruce on project engineer cross-media e-business,2023-11-12 18:11:26.187535,engineer cross-media e-business,17
10,420b7cf5-74c9-40e9-ac3f-825eb0f17022,14,engineer cross-media e-business,Commit 4 by Mark Bruce on project engineer cross-media e-business,2024-03-23 05:22:30.597788,engineer cross-media e-business,17
11,073f0205-b6ed-43c7-b897-31bb839e10a3,3,reinvent vertical networks,Commit 1 by Susan Bates on project reinvent vertical networks,2023-12-08 13:26:22.509081,reinvent vertical networks,19
11,073f0205-b6ed-43c7-b897-31bb839e10a3,3,reinvent vertical networks,Commit 2 by Susan Bates on project reinvent vertical networks,2024-05-23 21:11:45.854126,reinvent vertical networks,19
11,073f0205-b6ed-43c7-b897-31bb839e10a3,3,reinvent vertical networks,Commit 3 by Susan Bates on project reinvent vertical networks,2024-04-02 11:45:52.266780,reinvent vertical networks,19
11,073f0205-b6ed-43c7-b897-31bb839e10a3,3,reinvent vertical networks,Commit 4 by Susan Bates on project reinvent vertical networks,2023-05-31 01:54:20.124387,reinvent vertical networks,19
11,073f0205-b6ed-43c7-b897-31bb839e10a3,3,reinvent vertical networks,Commit 5 by Susan Bates on project reinvent vertical networks,2024-01-20 17:55:36.516496,reinvent vertical networks,19
11,073f0205-b6ed-43c7-b897-31bb839e10a3,3,reinvent vertical networks,Commit 6 by Susan Bates on project reinvent vertical networks,2023-05-23 07:08:09.545776,reinvent vertical networks,19
11,073f0205-b6ed-43c7-b897-31bb839e10a3,3,reinvent vertical networks,Commit 7 by Susan Bates on project reinvent vertical networks,2023-10-14 16:38:25.174652,reinvent vertical networks,19
11,073f0205-b6ed-43c7-b897-31bb839e10a3,3,reinvent vertical networks,Commit 8 by Susan Bates on project reinvent vertical networks,2023-05-11 05:08:02.949095,reinvent vertical networks,19
11,073f0205-b6ed-43c7-b897-31bb839e10a3,3,reinvent vertical networks,Commit 9 by Susan Bates on project reinvent vertical networks,2023-09-27 03:23:33.859656,reinvent vertical networks,19
11,073f0205-b6ed-43c7-b897-31bb839e10a3,3,reinvent vertical networks,Commit 10 by Susan Bates on project reinvent vertical networks,2023-05-03 23:06:51.392635,reinvent vertical networks,19
11,073f0205-b6ed-43c7-b897-31bb839e10a3,3,reinvent vertical networks,Commit 11 by Susan Bates on project reinvent vertical networks,2023-06-11 20:50:07.156420,reinvent vertical networks,19
